Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Log_Sales,Log_Profit
2335,CA-2014-140886,9/30/2014,10/4/2014,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,$69.22,6,20%,$11.25,4.251576205,2.505329999
2336,CA-2017-152695,12/10/2017,12/10/2017,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,$10.86,3,0%,$5.10,2.473171394,1.808977059
2337,CA-2017-152695,12/10/2017,12/10/2017,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$426.79,7,0%,$123.77,6.058632421,4.826464829
2338,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,$25.92,4,0%,$12.44,3.292869505,2.598354376
2339,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,$45.92,4,0%,$22.50,3.848444024,3.157034463
2340,CA-2014-121727,8/19/2014,8/24/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,$10.72,2,20%,$1.74,2.461296784,1.008687581
2341,CA-2016-137736,11/10/2016,11/15/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,$41.86,7,0%,$10.47,3.75793899,2.439298916
2342,US-2014-143231,12/31/2014,1/3/2015,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,$63.20,5,0%,$23.38,4.162003211,3.19392718
2343,US-2014-143231,12/31/2014,1/3/2015,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,$113.97,3,0%,$27.35,4.744671225,3.344725791
2344,US-2014-155894,7/26/2014,7/30/2014,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",$123.55,3,20%,-$29.34,4.824723299,
2345,CA-2016-119025,2/22/2016,2/28/2016,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,$490.32,9,0%,$137.29,6.197095647,4.929350037
2346,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",$70.08,5,20%,$24.53,4.263806003,3.239775889
2347,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,$1.27,2,80%,-$2.16,0.820660501,
2348,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,$557.59,5,30%,$0.00,6.3254068,0
2349,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,$9.02,6,20%,$3.16,2.304982218,1.425130385
2350,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$69.46,2,20%,$22.57,4.254988402,3.160110474
2351,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",$10.86,2,0%,$5.32,2.473171394,1.843940703
2352,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,$79.47,3,0%,$22.25,4.387884444,3.146373947
2353,CA-2017-109701,12/2/2017,12/3/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,$10.08,6,0%,$5.04,2.405141681,1.798404012
2354,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","$1,552.83",7,15%,$200.95,7.348478773,5.30804292
2355,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$137.24,5,20%,$46.32,4.928991305,3.85690134
2356,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,$36.51,1,0%,$15.70,3.624607564,2.815366802
2357,CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,$239.98,3,20%,$80.99,5.484697343,4.406620462
2358,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,"$1,579.75",7,40%,-$447.59,7.365652166,
2359,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,"$1,071.58",4,40%,-$553.65,6.977818511,
2360,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",$613.91,3,40%,-$122.78,6.421472663,
2361,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,$34.86,7,0%,$16.38,3.579622468,2.855561748
2362,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,$155.04,4,0%,$75.97,5.050112385,4.343410539
2363,CA-2017-136497,4/16/2017,4/20/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$13.71,5,70%,-$10.05,2.688527535,
2364,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",$127.88,2,0%,$40.92,4.858881739,3.735801207
2365,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",$160.32,2,0%,$44.89,5.08338997,3.826238512
2366,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,$46.00,4,0%,$20.70,3.850147602,3.077312261
2367,CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",$120.71,1,20%,-$18.11,4.801657598,
2368,CA-2017-123659,2/10/2017,2/13/2017,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),$23.12,4,0%,$11.33,3.183041372,2.511937989
2369,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",$532.70,6,20%,-$26.64,6.279841378,
2370,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",$4.91,2,20%,$0.31,1.776984184,0.267734435
2371,CA-2017-155152,7/7/2017,7/9/2017,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,$252.00,4,0%,$93.24,5.533389489,4.54584472
2372,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,$60.29,8,60%,-$27.13,4.115584065,
2373,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,$2.63,1,20%,$0.82,1.289783461,0.600209185
2374,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,$23.69,9,20%,$7.70,3.206317296,2.163162093
2375,CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,$253.37,2,30%,-$14.48,5.538797763,
2376,CA-2017-119669,1/24/2017,1/30/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,$5.67,3,0%,$0.11,1.89761986,0.107418397
2377,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$76.78,4,70%,-$58.86,4.3538329,
2378,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,$9.18,2,20%,$1.15,2.320817861,0.764537177
2379,CA-2015-148628,12/6/2015,12/11/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",$32.75,5,0%,$15.07,3.518980417,2.776642993
2380,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,$7.22,2,20%,$1.71,2.106083473,0.998349867
2381,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,$49.57,2,20%,$15.49,3.923318965,2.802754137
2382,CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,$54.71,7,20%,$11.63,4.020195564,2.53578194
2383,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,$176.04,4,0%,$45.77,5.176375696,3.845250524
2384,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,$16.02,9,0%,$4.49,2.834389123,1.702126477
2385,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,$185.92,4,20%,$62.75,5.230680718,4.154937811
2386,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,$211.17,4,20%,$15.84,5.357378414,2.823614481
2387,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,$479.98,2,20%,$60.00,6.175834006,4.110841077
2388,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,$7.86,2,0%,$3.62,2.181546765,1.52944187
2389,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,$24.45,2,20%,$8.86,3.236637154,2.288729547
2390,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,$6.48,1,0%,$3.11,2.012232792,1.413520347
2391,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,$41.86,7,0%,$20.51,3.75793899,3.068583027
2392,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),"$1,619.91",9,0%,$97.19,7.390742999,4.586951224
2393,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",$113.92,4,0%,$42.15,4.744236234,3.764691687
2394,CA-2016-128111,3/17/2016,3/23/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,$39.68,2,0%,$10.32,3.705736571,2.426288347
2395,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,$37.60,2,0%,$2.26,3.653252276,1.180499448
2396,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,$59.90,2,0%,$23.96,4.109233175,3.217274544
2397,CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",$37.00,5,0%,$16.65,3.63758616,2.870735783
2398,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$5.76,2,0%,$2.82,1.91102289,1.340878498
2399,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,$16.68,6,0%,$4.34,2.872434057,1.674626222
2400,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,$628.81,7,0%,$12.58,6.445418187,2.60831826
2401,CA-2017-147361,9/9/2017,9/15/2017,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,$56.45,5,0%,$14.68,4.050915004,2.75219467
2402,CA-2017-145877,4/1/2017,4/4/2017,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,$94.20,6,0%,$23.55,4.555979942,3.200711854
2403,CA-2017-145877,4/1/2017,4/4/2017,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,$28.40,5,0%,$13.35,3.380994674,2.66361056
2404,US-2016-110170,9/27/2016,10/3/2016,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,$956.66,7,32%,-$225.10,6.864497821,
2405,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,"$1,115.91",9,0%,$200.86,7.018321223,5.307593213
2406,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,$128.74,7,20%,-$28.97,4.865563278,
2407,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",$79.92,10,20%,$26.97,4.393461012,3.331239759
2408,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,$24.20,5,0%,$7.99,3.226843995,2.195667811
2409,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,$359.98,3,20%,$130.49,5.888811474,4.87894069
2410,CA-2017-155985,3/23/2017,3/25/2017,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,$211.84,8,0%,$76.26,5.36054071,4.347207421
2411,CA-2014-162684,8/1/2014,8/6/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",$5.68,2,20%,$1.92,1.899117988,1.070555691
2412,CA-2015-142041,6/7/2015,6/9/2015,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,$7.52,5,20%,$2.63,2.142416341,1.289783461
2413,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,$11.96,2,0%,$5.86,2.561867691,1.925765749
2414,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,$629.06,3,20%,$31.45,6.445821402,3.479799052
2415,CA-2016-156300,12/29/2016,1/2/2017,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",$754.45,5,0%,$60.36,6.627313598,4.116692966
2416,CA-2015-146087,7/6/2015,7/11/2015,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,$301.96,2,0%,$60.39,5.713600784,4.117279534
2417,CA-2017-168655,10/12/2017,10/18/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,$595.00,5,0%,$95.20,6.390240667,4.566429358
2418,CA-2017-168655,10/12/2017,10/18/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,$79.87,3,20%,$29.95,4.392867658,3.432437617
2419,CA-2016-107202,5/21/2016,5/28/2016,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,"$2,396.40",10,20%,$179.73,7.782140096,5.197004205
2420,CA-2017-159597,11/9/2017,11/14/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",$63.56,2,0%,$3.18,4.167595024,1.429832663
2421,CA-2017-159597,11/9/2017,11/14/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,$99.99,1,0%,$44.00,4.615021502,3.806564707
2422,CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$230.38,3,20%,-$48.95,5.444044093,
2423,CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",$9.66,2,20%,$3.26,2.366873583,1.449644677
2424,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,$158.93,7,20%,$41.72,5.074723714,3.754634423
2425,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$13.02,1,70%,-$10.42,2.640698839,
2426,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,$273.06,2,40%,-$104.67,5.613347061,
2427,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,$39.31,13,20%,$12.78,3.696649191,2.622956983
2428,CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,$1.34,4,80%,-$2.15,0.851858872,
2429,CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,$8.27,4,80%,-$13.65,2.226999106,
2430,CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",$12.54,7,60%,-$9.09,2.605943645,
2431,CA-2017-100748,5/13/2017,5/20/2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,$58.48,8,0%,$27.49,4.085640122,3.349398696
2432,CA-2017-129805,12/28/2017,1/2/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$7.40,2,0%,$3.03,2.128231706,1.39475844
2433,CA-2014-148586,3/25/2014,4/1/2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$366.79,7,10%,$65.21,5.907501247,4.192777135
2434,US-2017-112613,5/28/2017,6/1/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$54.37,4,20%,$4.08,4.01400181,1.624838709
2435,CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,$33.96,2,0%,$16.98,3.554204551,2.889260029
